Type,Benefit per order,Sales per customer,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,product id,Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order Status
transfer,8.55,113.98,seoul,Corea del Sur,5821,11/13/2015,21697,365,54280,0.08,2,119.9800034,113.98,8.55,eastern asia,pending
transfer,23.86,211.16,Milan,Italia,5854,7/23/2015,13939,365,34880,0.11,4,239.9600067,211.16,23.86,southern europe,canceled
transfer,37.55,119.98,Guangzhou,China,5920,1/10/2016,25688,365,64329,0.31,2,119.9800034,119.98,37.55,eastern asia,canceled
transfer,28.86,327.97,Venice,Italia,5929,9/17/2017,67866,191,169683,0.09,4,399.9599915,327.97,28.86,southern europe,pending
debit,126.7,263.96,Milan,Italia,5939,8/23/2015,16098,365,40211,0.48,5,299.9500122,263.96,126.7,southern europe,complete
transfer,58.8,173.96,Cuscatancingo,El Salvador,5965,2/5/2015,2428,627,6064,0.34,5,199.9499969,173.96,58.8,central america,processing
transfer,69.15,363.96,Pescara,Italia,6050,8/28/2015,16436,191,41034,0.19,4,399.9599915,363.96,69.15,southern europe,pending
transfer,41.4,90,La Ceiba,Honduras,6071,3/22/2015,5528,502,13796,0.46,2,100,90,41.4,central america,processing
transfer,-349.97,399.96,Izmir,Turquía,6073,11/29/2016,47846,191,119635,-0.88,5,499.9500122,399.96,-349.97,west asia,pending
debit,29.4,113.09,Pekín,China,6156,12/6/2015,23267,403,58260,0.26,1,129.9900055,113.09,29.4,eastern asia,complete
transfer,32.45,100.78,Aurangabad,India,6180,1/13/2016,25847,365,64696,0.32,2,119.9800034,100.78,32.45,south asia,processing
debit,109.19,419.96,Munich,Alemania,6220,9/11/2015,17368,191,43402,0.26,5,499.9500122,419.96,109.19,western europe,complete
transfer,-12.99,227.96,Antananarivo,Madagascar,6246,9/9/2016,42331,365,105703,-0.06,4,239.9600067,227.96,-12.99,east africa,canceled
debit,53.04,110.49,Ahvaz,Irán,6376,1/5/2017,50377,403,125882,0.48,1,129.9900055,110.49,53.04,south asia,complete
transfer,104.81,218.36,Elx,España,6402,10/16/2015,19732,365,49329,0.48,4,239.9600067,218.36,104.81,southern europe,pending
payment,114.39,439.96,Brindisi,Italia,6416,8/19/2015,15766,191,39413,0.26,5,499.9500122,439.96,114.39,southern europe,pending payment
debit,14.25,56.99,Bagdad,Irak,6422,9/17/2016,42828,365,106946,0.25,1,59.99000168,56.99,14.25,west asia,complete
transfer,79.37,283.45,Ho Chi Minh City,Vietnam,6466,12/5/2015,23156,365,57969,0.28,5,299.9500122,283.45,79.37,southeast asia,pending
transfer,65.51,218.36,Accra,Ghana,6473,11/27/2016,47731,365,119355,0.3,4,239.9600067,218.36,65.51,west africa,processing
transfer,185.2,377.96,Harrow,Reino Unido,6506,8/11/2017,65312,191,163231,0.49,4,399.9599915,377.96,185.2,northern europe,pending
transfer,67.5,225,Tepic,México,6543,2/5/2017,52478,502,131161,0.3,5,250,225,67.5,central america,pending
transfer,-41.74,195.98,Ho Chi Minh City,Vietnam,6707,11/21/2015,22261,191,55735,-0.21,2,199.9799957,195.98,-41.74,southeast asia,pending
transfer,59.06,236.25,Yangzhou,China,6738,11/6/2015,21196,502,53018,0.25,5,250,236.25,59.06,eastern asia,pending
payment,112.8,240,Lázaro Cárdenas,México,6746,2/6/2017,52576,502,131420,0.47,5,250,240,112.8,central america,payment review
debit,87.29,290.95,Wetzlar,Alemania,6758,6/27/2017,62237,365,155615,0.3,5,299.9500122,290.95,87.29,western europe,complete
debit,6.96,110.49,Daegu,Corea del Sur,6763,12/25/2015,24548,403,61462,0.06,1,129.9900055,110.49,6.96,eastern asia,complete
debit,38.66,114.39,Lismore,Australia,6855,3/24/2016,30712,403,76714,0.34,1,129.9900055,114.39,38.66,oceania,complete
transfer,-74.39,185.98,San Pedro Sula,Honduras,6875,1/26/2015,1756,191,4379,-0.4,2,199.9799957,185.98,-74.39,central america,suspected fraud
debit,11.31,113.09,Estambul,Turquía,6897,12/29/2016,49888,403,124741,0.1,1,129.9900055,113.09,11.31,west asia,complete
debit,-25.74,114.39,Bhavnagar,India,6956,11/9/2015,21407,403,53530,-0.23,1,129.9900055,114.39,-25.74,south asia,complete
debit,15.66,53.99,Thane,India,6961,11/16/2015,21906,365,54790,0.29,1,59.99000168,53.99,15.66,south asia,complete
payment,83.6,190,Giurgiu,Rumania,7112,10/29/2016,45746,502,114342,0.44,4,200,190,83.6,eastern europe,pending payment
transfer,10.79,41.48,Santiago de Chile,Chile,7141,1/14/2015,906,886,2257,0.26,2,49.97999954,41.48,10.79,south america,processing
transfer,14.96,169.98,Yuci,China,7229,3/13/2016,29993,191,75003,0.09,2,199.9799957,169.98,14.96,eastern asia,processing
transfer,34.85,124.46,Nueva Gerona,Cuba,7247,4/3/2017,56448,977,141192,0.28,5,149.9499969,124.46,34.85,caribbean,pending
transfer,-162.75,93,Coacalco,México,7259,3/31/2017,56222,502,140631,-1.75,2,100,93,-162.75,central america,processing
transfer,-290.5,166,Kalemie,República Democrática del Congo,7272,10/14/2016,44677,502,111568,-1.75,4,200,166,-290.5,central africa,processing
transfer,29.04,88,Puebla,México,7307,4/9/2015,6776,502,16941,0.33,2,100,88,29.04,central america,processing
debit,88.72,283.45,Viena,Austria,7327,9/9/2017,67331,365,168290,0.31,5,299.9500122,283.45,88.72,western europe,complete
transfer,62.06,170.96,Luanda,Angola,7331,10/8/2016,44265,116,110520,0.36,4,179.9600067,170.96,62.06,central africa,suspected fraud
transfer,62.98,179.96,Matagalpa,Nicaragua,7407,2/21/2015,3527,572,8768,0.35,5,199.9499969,179.96,62.98,central america,processing
transfer,-36.84,195.95,São Paulo,Brasil,7446,3/18/2017,55336,627,138382,-0.19,5,199.9499969,195.95,-36.84,south america,processing
transfer,49.97,101.98,Guadalajara,México,7454,3/13/2017,55002,365,137558,0.49,2,119.9800034,101.98,49.97,central america,processing
transfer,59.15,203.97,Uvarovo,Rusia,7464,11/15/2016,46863,365,117152,0.29,4,239.9600067,203.97,59.15,eastern europe,pending
transfer,36.8,80,Itu,Brasil,7534,3/6/2017,54488,502,136276,0.46,2,100,80,36.8,south america,processing
transfer,167.42,363.96,Kismaayo,Somalia,7537,11/14/2016,46827,191,117074,0.46,4,399.9599915,363.96,167.42,east africa,processing
transfer,70.84,196.77,La Seyne-sur-Mer,Francia,7586,9/4/2015,16863,365,42135,0.36,4,239.9600067,196.77,70.84,western europe,pending
payment,25.21,96.95,Galati,Rumania,7603,1/17/2017,51226,804,128006,0.26,5,99.94999695,96.95,25.21,eastern europe,pending payment
transfer,44.53,139.17,Kindia,Guinea,7683,12/19/2016,49218,627,123061,0.32,4,159.9600067,139.17,44.53,west africa,suspected fraud
transfer,-18.81,494.95,Villa Nueva,Guatemala,7701,2/2/2015,2203,191,5525,-0.04,5,499.9500122,494.95,-18.81,central america,processing
transfer,-154.78,211.16,Meknes,Marruecos,7764,10/17/2016,44938,365,112233,-0.73,4,239.9600067,211.16,-154.78,north africa,processing
debit,-193.43,120.89,Cirebon,Indonesia,7795,1/27/2016,26821,403,67197,-1.6,1,129.9900055,120.89,-193.43,southeast asia,complete
transfer,47.56,164,Kinshasa,República Democrática del Congo,7810,11/30/2016,47917,502,119835,0.29,4,200,164,47.56,central africa,processing
transfer,62.99,224.96,San Salvador,El Salvador,7844,3/7/2017,54572,365,136489,0.28,5,299.9500122,224.96,62.99,central america,processing
debit,40.56,124.79,Estambul,Turquía,7884,8/31/2016,41686,403,104060,0.33,1,129.9900055,124.79,40.56,west asia,complete
transfer,34.65,99,Brumado,Brasil,7887,5/30/2015,10276,502,25725,0.35,2,100,99,34.65,south america,suspected fraud
debit,-11.22,260.96,Warsaw,Polonia,7905,10/23/2016,45291,365,113166,-0.04,5,299.9500122,260.96,-11.22,eastern europe,complete
debit,132.28,293.95,Cheliábinsk,Rusia,7924,9/16/2016,42783,365,106792,0.45,5,299.9500122,293.95,132.28,eastern europe,complete
debit,14.62,116.99,Durgapur,India,7931,1/28/2016,26861,403,67304,0.13,1,129.9900055,116.99,14.62,south asia,complete
transfer,14.94,165.98,Fukui,japan,7963,2/22/2016,28568,191,71494,0.09,2,199.9799957,165.98,14.94,eastern asia,processing
transfer,-82.01,351.96,Cairo,Egipto,7967,11/8/2016,46416,191,116042,-0.23,4,399.9599915,351.96,-82.01,north africa,processing
transfer,47.87,251.96,Santiago de los Caballeros,República Dominicana,8002,5/17/2015,9331,365,23280,0.19,5,299.9500122,251.96,47.87,caribbean,processing
transfer,90,200,Monrovia,Liberia,8050,1/16/2017,51168,502,127882,0.45,4,200,200,90,west africa,canceled
debit,87.29,290.95,Brandenburgo,Alemania,8065,7/20/2017,63843,365,159589,0.3,5,299.9500122,290.95,87.29,western europe,complete
debit,56.05,114.39,Milan,Italia,8348,8/27/2017,66411,403,166013,0.49,1,129.9900055,114.39,56.05,southern europe,complete
debit,-187.38,120.89,Ajmer,India,8358,12/18/2015,24063,403,60210,-1.55,1,129.9900055,120.89,-187.38,south asia,complete
transfer,49.06,260.96,Tegucigalpa,Honduras,8397,3/6/2015,4427,365,11090,0.19,5,299.9500122,260.96,49.06,central america,processing
transfer,116.38,237.5,La Paz,Bolivia,8517,6/3/2017,60567,502,151598,0.49,5,250,237.5,116.38,south america,processing
transfer,45,155.16,Niamey,Níger,8519,9/5/2016,42023,627,104898,0.29,4,159.9600067,155.16,45,west africa,pending
transfer,104.4,217.5,Ixtapaluca,México,8524,2/15/2015,3137,502,7805,0.48,5,250,217.5,104.4,central america,pending
debit,52.19,173.96,Warri,Nigeria,8534,10/19/2016,45027,627,112427,0.3,5,199.9499969,173.96,52.19,west africa,complete
debit,38.02,116.99,Bishkek,Kirguistán,8552,1/9/2017,50628,403,126524,0.33,1,129.9900055,116.99,38.02,central asia,complete
transfer,35.69,83,Wuhan,China,8612,3/17/2016,30267,502,75618,0.43,2,100,83,35.69,eastern asia,pending
transfer,6.98,77.58,Bucheon,Corea del Sur,8681,12/30/2015,24878,627,62323,0.09,2,79.98000336,77.58,6.98,eastern asia,processing
transfer,32.36,99.58,Zacatecas,México,8696,2/21/2017,53586,365,133933,0.33,2,119.9800034,99.58,32.36,central america,processing
debit,136.06,283.45,Lohne,Alemania,8701,9/5/2017,67037,365,167580,0.48,5,299.9500122,283.45,136.06,western europe,complete
debit,7.45,118.29,Bangalore,India,8720,12/25/2015,24558,403,61483,0.06,1,129.9900055,118.29,7.45,south asia,complete
transfer,23.39,71.98,Maturín,Venezuela,8730,1/6/2015,367,627,922,0.33,2,79.98000336,71.98,23.39,south america,processing
transfer,74.04,203.97,Algiers,Argelia,8741,8/26/2016,41345,365,103211,0.36,4,239.9600067,203.97,74.04,north africa,canceled
transfer,26.87,76.78,Querétaro,México,8746,5/18/2017,59498,627,148919,0.35,2,79.98000336,76.78,26.87,central america,processing
transfer,72.85,158.36,Cairo,Egipto,8792,11/30/2016,47938,627,119885,0.46,4,159.9600067,158.36,72.85,north africa,processing
transfer,117.58,235.16,Nantes,Francia,8806,7/16/2017,63516,365,158778,0.5,4,239.9600067,235.16,117.58,western europe,pending
transfer,47.53,97,Estambul,Turquía,8850,11/8/2016,46401,502,116011,0.49,2,100,97,47.53,west asia,processing
transfer,31.75,226.76,Bondy,Francia,8899,8/19/2017,65898,365,164682,0.14,4,239.9600067,226.76,31.75,western europe,pending
transfer,51.98,236.25,Barueri,Brasil,8917,4/13/2017,57106,502,142841,0.22,5,250,236.25,51.98,south america,pending
transfer,13.7,47.23,Águas Lindas de Goiás,Brasil,8925,3/25/2015,5712,905,14229,0.29,2,49.97999954,47.23,13.7,south america,processing
transfer,22.9,99.58,Townsville,Australia,8977,12/15/2015,23878,365,59768,0.23,2,119.9800034,99.58,22.9,oceania,pending
transfer,95.81,283.45,Jaipur,India,8992,11/6/2015,21192,365,53007,0.34,5,299.9500122,283.45,95.81,south asia,pending
transfer,95.99,199.98,Astaná,Kazajistán,8995,9/27/2016,43521,191,108697,0.48,2,199.9799957,199.98,95.99,central asia,pending
transfer,-15.39,98,Bangkok,Tailandia,9001,2/29/2016,29107,502,72836,-0.16,2,100,98,-15.39,southeast asia,pending
transfer,47.51,105.58,Villa Canales,Guatemala,9002,2/5/2017,52533,365,131310,0.45,2,119.9800034,105.58,47.51,central america,suspected fraud
debit,1.04,52.19,Riyadh,Arabia Saudí,9023,10/14/2016,44706,365,111642,0.02,1,59.99000168,52.19,1.04,west asia,complete
debit,195.73,434.96,Toulouse,Francia,9119,7/20/2017,63803,191,159475,0.45,5,499.9500122,434.96,195.73,western europe,complete
transfer,32.67,104.38,Jiutepec,México,9145,2/4/2015,2332,365,5832,0.31,2,119.9800034,104.38,32.67,central america,suspected fraud
transfer,-55.34,232.5,Valencia,Filipinas,9148,1/16/2016,26073,502,65260,-0.24,5,250,232.5,-55.34,southeast asia,pending
debit,54.41,118.29,Changwon,Corea del Sur,9163,11/17/2015,21971,403,54950,0.46,1,129.9900055,118.29,54.41,eastern asia,complete
debit,117.28,254.96,Derbent,Rusia,9172,1/8/2017,50588,365,126418,0.46,5,299.9500122,254.96,117.28,eastern europe,complete
transfer,10.77,170.97,Fresno,Estados Unidos,9174,5/18/2016,34506,365,86191,0.06,3,179.9700012,170.97,10.77,west of usa,suspected fraud
transfer,47.85,217.5,Maceió,Brasil,9204,5/27/2017,60127,502,150464,0.22,5,250,217.5,47.85,south america,pending
transfer,92.63,237.5,Taizz,Yemen,9248,1/3/2017,50226,502,125535,0.39,5,250,237.5,92.63,west asia,pending
transfer,25.81,82.46,Heyuan,China,9345,12/19/2015,24118,249,60332,0.31,2,109.9400024,82.46,25.81,eastern asia,pending
payment,43.52,167.37,Gateshead,Reino Unido,9353,7/2/2017,62571,365,156394,0.26,3,179.9700012,167.37,43.52,northern europe,pending payment
transfer,-34.79,47.99,Saveh,Irán,9356,9/9/2016,42287,282,105583,-0.73,2,63.97999954,47.99,-34.79,south asia,pending
debit,109.11,484.95,Neuilly-sur-Seine,Francia,9385,6/28/2017,62336,191,155832,0.23,5,499.9500122,484.95,109.11,western europe,complete
payment,141.11,391.96,Munich,Alemania,9415,6/15/2015,11321,191,28304,0.36,4,399.9599915,391.96,141.11,western europe,pending payment
transfer,-63.16,191.97,Cairo,Egipto,9419,11/2/2016,45987,365,114931,-0.33,4,239.9600067,191.97,-63.16,north africa,suspected fraud
transfer,76.43,272.95,Camagüey,Cuba,9429,6/1/2017,60460,365,151294,0.28,5,299.9500122,272.95,76.43,caribbean,suspected fraud
debit,230.38,479.95,Fano,Italia,9466,9/5/2017,66998,191,167475,0.48,5,499.9500122,479.95,230.38,southern europe,complete
transfer,-101.24,449.96,Hyderabad,India,9495,2/9/2016,27742,191,69461,-0.23,5,499.9500122,449.96,-101.24,south asia,canceled
transfer,55.1,122.45,Macapá,Brasil,9501,5/8/2015,8728,897,21771,0.45,5,124.9499969,122.45,55.1,south america,processing
transfer,-79.78,108.84,Samarinda,Indonesia,9507,11/24/2015,22468,249,56232,-0.73,2,109.9400024,108.84,-79.78,southeast asia,pending
transfer,-420.68,254.96,Antalya,Turquía,9524,11/18/2016,47092,365,117694,-1.65,5,299.9500122,254.96,-420.68,west asia,pending
transfer,36,479.95,Managua,Nicaragua,9528,5/27/2017,60146,191,150522,0.08,5,499.9500122,479.95,36,central america,processing
transfer,8.5,212.5,Belo Horizonte,Brasil,9554,5/31/2017,60386,502,151122,0.04,5,250,212.5,8.5,south america,pending
transfer,30.23,93,Hermosillo,México,9563,2/6/2017,52582,502,131429,0.33,2,100,93,30.23,central america,processing
payment,95.62,254.97,Tabuk,Arabia Saudí,9597,12/23/2016,49521,191,123770,0.38,3,299.9700012,254.97,95.62,west asia,payment review
debit,-184.26,122.84,Melbourne,Australia,9626,3/14/2016,30063,403,75154,-1.5,1,129.9900055,122.84,-184.26,oceania,complete
transfer,21.42,90,Parintins,Brasil,9634,2/3/2017,52353,502,130831,0.24,2,100,90,21.42,south america,processing
debit,-215.23,409.96,Meyzieu,Francia,9671,9/9/2017,67292,191,168171,-0.53,5,499.9500122,409.96,-215.23,western europe,complete
transfer,60.75,225,Santo Domingo,República Dominicana,9697,5/9/2017,58896,502,147424,0.27,5,250,225,60.75,caribbean,suspected fraud
payment,24.69,75.98,Kartal,Turquía,9702,10/30/2016,45766,627,114401,0.33,2,79.98000336,75.98,24.69,west asia,pending payment
debit,-25.74,114.39,Perth,Australia,9769,1/18/2016,26183,403,65542,-0.23,1,129.9900055,114.39,-25.74,oceania,complete
transfer,101.24,374.96,Christchurch,Nueva Zelanda,9803,3/30/2016,31145,191,77830,0.27,5,499.9500122,374.96,101.24,oceania,canceled
debit,-14.4,287.95,Nanterre,Francia,9813,10/10/2015,19333,365,48340,-0.05,5,299.9500122,287.95,-14.4,western europe,complete
debit,-61.12,374.96,Chelles,Francia,9821,9/16/2017,67818,191,169554,-0.16,5,499.9500122,374.96,-61.12,western europe,complete
transfer,-459,170,Marrakech,Marruecos,9890,11/19/2016,47193,502,117955,-2.7,4,200,170,-459,north africa,pending
transfer,84.59,179.97,Widnes,Reino Unido,9906,7/6/2017,62840,365,157125,0.47,4,239.9600067,179.97,84.59,northern europe,canceled
debit,54.91,114.39,Newcastle,Australia,10026,2/2/2016,27207,403,68159,0.48,1,129.9900055,114.39,54.91,oceania,complete
transfer,7.48,118.77,Columbus,Estados Unidos,10029,7/1/2016,37496,627,93579,0.06,3,119.9700012,118.77,7.48,us center,suspected fraud
transfer,87.42,186,Alexandria,Egipto,10031,8/29/2016,41572,502,103766,0.47,4,200,186,87.42,north africa,processing
debit,27.36,56.99,Gold Coast,Australia,10081,2/16/2016,28168,365,70443,0.48,1,59.99000168,56.99,27.36,oceania,complete
transfer,38.28,217.5,Americana,Brasil,10093,4/12/2017,57032,502,142664,0.18,5,250,217.5,38.28,south america,processing
transfer,19.17,89.99,Ahvaz,Irán,10126,10/19/2016,45036,365,112451,0.21,2,119.9800034,89.99,19.17,south asia,processing
debit,43.02,263.96,Drancy,Francia,10129,6/4/2015,10586,365,26512,0.16,5,299.9500122,263.96,43.02,western europe,complete
debit,49.13,272.95,Toulouse,Francia,10132,9/2/2015,16767,365,41902,0.18,5,299.9500122,272.95,49.13,western europe,complete
transfer,81.66,296.95,Tlalpan,México,10200,2/17/2017,53331,365,133251,0.28,5,299.9500122,296.95,81.66,central america,processing
transfer,21.12,88,Armidale,Australia,10201,1/28/2016,26871,502,67330,0.24,2,100,88,21.12,oceania,pending
transfer,66.63,195.98,Ulan Bator,Mongolia,10219,9/26/2016,43468,191,108572,0.34,2,199.9799957,195.98,66.63,eastern asia,processing
debit,135.19,399.96,Dortmund,Alemania,10224,9/9/2015,17228,191,43087,0.34,5,499.9500122,399.96,135.19,western europe,complete
transfer,64.79,239.96,Fes,Marruecos,10288,10/20/2016,45088,365,112591,0.27,4,239.9600067,239.96,64.79,north africa,pending
debit,38.61,116.99,Murray Bridge,Australia,10291,11/17/2015,21966,403,54942,0.33,1,129.9900055,116.99,38.61,oceania,complete
transfer,-11.81,187.5,Villahermosa,México,10344,5/16/2017,59387,502,148673,-0.06,5,250,187.5,-11.81,central america,pending
debit,101.24,449.96,Birmingham,Reino Unido,10534,9/12/2015,17467,191,43664,0.23,5,499.9500122,449.96,101.24,northern europe,complete
transfer,115.23,235.16,Turin,Italia,10549,7/14/2015,13298,365,33275,0.49,4,239.9600067,235.16,115.23,southern europe,canceled
transfer,50.95,195.98,Launceston,Australia,10558,11/6/2015,21197,191,53020,0.26,2,199.9799957,195.98,50.95,oceania,pending
transfer,77.08,164,Miramas,Francia,10577,9/1/2017,66764,502,166874,0.47,4,200,164,77.08,western europe,canceled
transfer,82.93,230.36,Luton,Reino Unido,10614,6/8/2015,10856,365,27189,0.36,4,239.9600067,230.36,82.93,northern europe,pending
debit,44.81,248.96,Aix-en-Provence,Francia,10647,7/24/2015,13991,365,35002,0.18,5,299.9500122,248.96,44.81,western europe,complete
transfer,25.62,226.76,Sesto San Giovanni,Italia,10659,6/30/2015,12393,365,31010,0.11,4,239.9600067,226.76,25.62,southern europe,pending
transfer,59.06,337.46,Itapecuru Mirim,Brasil,10668,6/12/2017,61192,251,153077,0.18,5,449.9500122,337.46,59.06,south america,processing
debit,24.84,118.29,Namangán,Uzbekistán,10671,12/29/2016,49916,403,124787,0.21,1,129.9900055,118.29,24.84,central asia,complete
transfer,47.04,96,seoul,Corea del Sur,10678,11/13/2015,21698,502,54283,0.49,2,100,96,47.04,eastern asia,pending
debit,80.99,299.95,Dar es Salaam,Tanzania,10699,8/30/2016,41591,365,103815,0.27,5,299.9500122,299.95,80.99,east africa,on hold
debit,-149.85,113.09,Waitakere,Nueva Zelanda,10790,3/23/2016,30658,403,76585,-1.33,1,129.9900055,113.09,-149.85,oceania,complete
transfer,7.43,247.5,Bagdad,Irak,10811,11/17/2016,47011,502,117485,0.03,5,250,247.5,7.43,west asia,pending
debit,28.81,254.96,Edinburgh,Reino Unido,10827,7/17/2015,13528,365,33905,0.11,5,299.9500122,254.96,28.81,northern europe,complete
transfer,68.87,196.77,Savigny-le-Temple,Francia,10831,9/23/2015,18213,365,45533,0.35,4,239.9600067,196.77,68.87,western europe,pending
transfer,25.91,95.98,Sincan,Turquía,10834,11/3/2016,46073,822,115172,0.27,2,95.98000336,95.98,25.91,west asia,pending
transfer,35,100,Santarém,Brasil,10860,2/12/2015,2937,502,7333,0.35,2,100,100,35,south america,processing
transfer,-107.87,173.98,Presidente Dutra,Brasil,10864,5/27/2015,10014,191,25020,-0.62,2,199.9799957,173.98,-107.87,south america,suspected fraud
transfer,25.21,77.58,Bursa,Turquía,10884,9/7/2016,42152,627,105260,0.33,2,79.98000336,77.58,25.21,west asia,processing
debit,14.09,52.19,Hirakata,japan,10891,1/16/2016,26036,365,65158,0.27,1,59.99000168,52.19,14.09,eastern asia,complete
debit,15.11,120.89,Nantong,China,10966,12/13/2015,23767,403,59474,0.13,1,129.9900055,120.89,15.11,eastern asia,complete
transfer,-65.25,90,Salihli,Turquía,11012,11/27/2016,47743,502,119384,-0.73,2,100,90,-65.25,west asia,canceled
transfer,36.37,74.22,Des Plaines,Estados Unidos,11018,7/17/2016,38598,893,96337,0.49,3,74.97000122,74.22,36.37,us center,suspected fraud
transfer,75.6,189,Utrecht,Países Bajos,11065,10/14/2015,19642,502,49112,0.4,4,200,189,75.6,western europe,canceled
transfer,33.22,293.95,Cipolletti,Argentina,11106,2/6/2017,52562,365,131382,0.11,5,299.9500122,293.95,33.22,south america,processing
transfer,-783.67,474.95,San Miguelito,Panamá,11149,5/7/2015,8678,191,21674,-1.65,5,499.9500122,474.95,-783.67,central america,processing
debit,-115.42,484.95,Gien,Francia,11229,9/5/2017,67028,191,167556,-0.24,5,499.9500122,484.95,-115.42,western europe,complete
transfer,98,200,Vassouras,Brasil,11273,6/15/2017,61419,502,153614,0.49,5,250,200,98,south america,suspected fraud
debit,42.99,122.84,Tianjin,China,11286,2/12/2016,27918,403,69867,0.35,1,129.9900055,122.84,42.99,eastern asia,complete
transfer,78,240,Tampico,México,11290,4/29/2015,8123,502,20277,0.33,5,250,240,78,central america,processing
transfer,13.26,169.96,Santana de Parnaíba,Brasil,11310,1/21/2015,1386,627,3424,0.08,5,199.9499969,169.96,13.26,south america,processing
payment,132.29,269.97,Drancy,Francia,11329,7/22/2017,63936,191,159828,0.49,3,299.9700012,269.97,132.29,western europe,pending payment
payment,186.1,395.96,Villa Nueva,Guatemala,11339,1/27/2017,51911,191,129710,0.47,4,399.9599915,395.96,186.1,central america,pending payment
debit,-171.59,114.39,Bagdad,Irak,11372,8/31/2016,41676,403,104041,-1.5,1,129.9900055,114.39,-171.59,west asia,complete
transfer,147.83,351.96,Bry-sur-Marne,Francia,11388,9/11/2015,17347,191,43356,0.42,4,399.9599915,351.96,147.83,western europe,pending
transfer,57.06,196.77,Southend-on-Sea,Reino Unido,11431,8/31/2015,16590,365,41460,0.29,4,239.9600067,196.77,57.06,northern europe,canceled
transfer,-97.65,254.96,Sydney,Australia,11438,1/7/2016,25418,365,63668,-0.38,5,299.9500122,254.96,-97.65,oceania,pending
debit,120.94,251.96,Bognor Regis,Reino Unido,11510,7/23/2017,63992,365,159991,0.48,5,299.9500122,251.96,120.94,northern europe,complete
transfer,67.31,203.97,Rotherham,Reino Unido,11592,6/28/2017,62306,365,155767,0.33,4,239.9600067,203.97,67.31,northern europe,pending
transfer,151.98,474.95,Manila,Filipinas,11664,11/2/2015,20931,191,52295,0.32,5,499.9500122,474.95,151.98,southeast asia,pending
transfer,16.18,67.98,Perth,Australia,11675,11/27/2015,22612,627,56568,0.24,2,79.98000336,67.98,16.18,oceania,pending
transfer,11.95,199.17,Mont-Saint-Aignan,Francia,11715,6/2/2015,10451,44,26173,0.06,4,239.9600067,199.17,11.95,western europe,pending
transfer,71.39,203.97,Abidjan,Costa de Marfil,11720,1/9/2017,50688,365,126673,0.35,4,239.9600067,203.97,71.39,west africa,processing
transfer,5.97,66.38,Chinautla,Guatemala,11753,6/7/2017,60868,627,152307,0.09,2,79.98000336,66.38,5.97,central america,processing
transfer,44.19,169.96,David,Panamá,11761,2/25/2015,3828,627,9521,0.26,5,199.9499969,169.96,44.19,central america,pending
transfer,31.88,118.08,Tijuana,México,11793,1/27/2015,1797,886,4490,0.27,5,124.9499969,118.08,31.88,central america,processing
debit,32.78,126.09,Pamiers,Francia,11887,8/2/2015,14651,403,36657,0.26,1,129.9900055,126.09,32.78,western europe,complete
debit,12.15,110.49,Jixi,China,11892,12/28/2015,24752,403,62000,0.11,1,129.9900055,110.49,12.15,eastern asia,complete
debit,29.4,113.09,Wollongong,Australia,11922,3/18/2016,30323,403,75794,0.26,1,129.9900055,113.09,29.4,oceania,complete
debit,6.17,54.59,Xinzhou,China,11924,3/10/2016,29746,365,74420,0.11,1,59.99000168,54.59,6.17,eastern asia,complete
debit,7.62,120.89,Bendigo,Australia,11930,2/6/2016,27478,403,68790,0.06,1,129.9900055,120.89,7.62,oceania,complete
debit,14.79,118.29,Yakarta,Indonesia,11979,11/16/2015,21868,403,54683,0.13,1,129.9900055,118.29,14.79,southeast asia,complete
transfer,108.15,319.97,Groningen,Países Bajos,12019,7/27/2017,64274,191,160678,0.34,4,399.9599915,319.97,108.15,western europe,canceled
transfer,90.22,191.95,Nantong,China,12033,11/17/2015,21973,627,54960,0.47,5,199.9499969,191.95,90.22,eastern asia,pending
debit,40.95,116.99,Pekín,China,12038,11/16/2015,21907,403,54795,0.35,1,129.9900055,116.99,40.95,eastern asia,complete
transfer,43,100,Joinville,Brasil,12094,3/5/2017,54446,502,136156,0.43,2,100,100,43,south america,processing
debit,35.49,118.29,Ho Chi Minh City,Vietnam,12100,12/5/2015,23211,403,58110,0.3,1,129.9900055,118.29,35.49,southeast asia,complete
transfer,27.19,217.5,Indaial,Brasil,12119,5/28/2015,10113,502,25272,0.13,5,250,217.5,27.19,south america,processing
debit,66.49,474.95,Jartum,Sudán,12214,10/8/2016,44301,191,110620,0.14,5,499.9500122,474.95,66.49,north africa,on hold
transfer,76.02,158.36,Lugansk,Ucrania,12216,12/27/2016,49763,278,124392,0.48,4,179.9600067,158.36,76.02,eastern europe,pending
payment,0,126.68,Montpellier,Francia,12221,9/7/2015,17071,276,42688,0,4,127.9599991,126.68,0,western europe,pending payment
transfer,-76.37,99.58,Kitchener,Canada,12253,8/30/2016,41623,627,103905,-0.77,3,119.9700012,99.58,-76.37,canada,suspected fraud
transfer,-266.79,363.96,Livingstone,Zambia,12255,9/16/2016,42751,191,106706,-0.73,4,399.9599915,363.96,-266.79,east africa,pending
transfer,76.02,211.16,Boghni,Argelia,12288,11/3/2016,46062,365,115136,0.36,4,239.9600067,211.16,76.02,north africa,processing
